ID,Prediction
1,0.20553998695391396
2,0.01856092076446523
3,0.1484474156402293
4,0.20428536177202172
5,0.02490391840932157
6,0.01693052828568785
7,0.0002555878436477235
8,0.42261131717437395
9,0.22392545304817182
10,0.681646211508884
11,0.0006601849850700194
12,0.08981242879301136
13,0.3265289614517096
14,0.6307762113317207
15,0.0003464485794886539
16,0.061202292392972486
17,0.02617024350292008
18,0.3944613936173601
19,0.7246669856963192
20,0.14436127856819225
21,0.10794441531320162
22,0.10285067177682522
23,0.9944727272727272
24,0.7065615731795671
25,0.021157093255786793
26,0.1821602413061345
27,0.0019598092041267627
28,0.015775618022776786
29,0.0210269059531235
30,0.2874026634839273
31,0.0009917425147592488
32,0.04630933581228183
33,0.005757035636637293
34,0.00024846696282671455
35,0.21622806405560696
36,0.1770238720781065
37,0.0015991925151217186
38,0.3126609156745787
39,0.3146033677417506
40,0.9151746864899293
41,0.8608602216496953
42,0.03969546623921778
43,0.9919607843137254
44,0.19828657463509078
45,0.0005658310373257603
46,0.00013696197723258783
47,0.002390051769139737
48,0.4067745751900198
49,0.017122860528166653
50,0.09604810496706305
51,2.7533039647577094e-05
52,0.02441516374451038
53,0.3781018098150839
54,0.310703314654935
55,0.9842857142857143
56,0.2613739947157368
57,0.22929119761357075
58,0.29931869266920297
59,0.42754420973297996
60,0.7005875226742373
61,0.0036537337355765165
62,0.6046486711729395
63,0.1836792467130559
64,0.0008297773886555121
65,0.0004603836688868978
66,0.052328246174751854
67,0.9952131844763423
68,0.20757247234092557
69,0.004034827294721462
70,0.012282566066967324
71,0.006909799849973908
72,0.4286225312908956
73,0.002321434287233953
74,0.03612788651937675
75,0.6800170107670108
76,0.00726068594714851
77,0.0013054532138835223
78,0.13196987725583897
79,0.6935602710852158
80,0.0007476524916579289
81,0.14858602878114177
82,0.018754842313066785
83,0.011634460514751066
84,0.003061871531634813
85,0.2694449298916235
86,0.9893106999097547
87,0.02649893633644781
88,0.0006396293791904109
89,0.199756611328827
90,0.6223950189119088
91,0.5693037622952015
92,0.5393902595185268
93,0.011675110090536556
94,0.008693006313022934
95,0.3015303461425132
96,0.7336061095066084
97,0.0007976517707118175
98,0.0003067020608904174
99,0.14858602878114177
100,0.17654718429765928
101,0.7809268640930175
102,0.17113569325113936
103,0.0028291035039252326
104,0.5110409514707127
105,0.740357318284154
106,0.03986173601707888
107,0.00374101178814459
108,0.02021973785160166
109,0.47478400043689667
110,0.10758245280247604
111,0.006885568147288887
112,0.02304812458420362
113,0.01026130253867154
114,0.2254957676213825
115,0.21543238446070073
116,0.21769255581002345
117,0.00013986985669670865
118,0.0010936311326084462
119,0.03980232511950719
120,0.044891473968729084
121,0.79941462052635
122,0.04228156762101088
123,0.4763737118182312
124,0.3049976937754482
125,1.0
126,0.0070867755614256005
127,0.23559931279835067
128,0.3554742897843521
129,0.13686682463445396
130,0.285077711088302
131,0.6783899926577064
132,0.2939822141088034
133,0.6180212334963829
134,0.4000821201902475
135,0.3296332417823083
136,0.010172612996524024
137,0.004611681567286049
138,0.0006489773217705727
139,0.14942612713567854
140,0.0020143525923001747
141,0.5513716004721346
142,0.018887344149832307
143,0.009123218796568966
144,0.14458518755061614
145,0.13450114809218502
146,0.6170257509762971
147,0.10696568123514201
148,0.00575216296994595
149,0.2156005088459782
150,0.0013720505257656824
151,0.5636014886559804
152,0.570989979639981
153,0.14549113644991574
154,0.014919234888688808
155,0.4549744488842152
156,0.6686265302911275
157,0.36918971890117475
158,0.007446115250891782
159,0.014696605258595048
160,0.2672768592998611
161,0.9942307692307693
162,0.4044003016375687
163,0.0022579572869910226
164,0.0097014447027669
165,0.03270760316827625
166,0.4453519255794594
167,0.3316970069394056
168,0.09098335166972311
169,0.0006768364788010732
170,0.0033353088417779468
171,1.0
172,0.0020669807034828405
173,0.1987426542184202
174,0.0006961279771845256
175,0.11348378200856929
176,0.25520177502017893
177,0.05157985518572872
178,0.16335314394703246
179,0.014715007253230604
180,0.01911260853618756
181,0.6147744715689766
182,0.3608638542221599
183,0.10901981416509608
184,0.24270683016945835
185,0.00036270677733833684
186,0.014818865875403148
187,0.022712608609621543
188,0.10868111738326437
189,0.01146420786007119
190,0.015025379566987762
191,0.02372513937705429
192,0.3984881860691164
193,0.2859710830498874
194,0.4497031623326275
195,0.3699969156698824
196,0.01107035919587161
197,0.5975790564645951
198,0.0007868322895905665
199,0.369511308702808
200,0.10148234932659436
201,0.0224380745700897
202,0.2447359957994702
203,0.009330552507153412
204,0.012818181818181817
205,0.009711088218238337
206,0.5803376933081396
207,0.1120694562184704
208,0.04232213605193327
